key,truth,prediction
2619,"{'heading': '165', 'target': 'green and blue helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '165', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse'}"
2620,"{'heading': '015', 'target': 'brown and silver cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '015', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
2621,"{'heading': '065', 'target': 'white and orange light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '065', 'tool': 'Engage', 'target': 'Engage'}"
2622,"{'heading': '260', 'target': 'blue and orange missile', 'tool': 'EMP'}","{'heading': '260', 'tool': 'EMP', 'target': 'two six zero'}"
2623,"{'heading': '075', 'target': 'white drone', 'tool': 'surface-to-air missiles'}","{'heading': '075', 'tool': 'Deploy surface-to-air missiles', 'target': 'white drone'}"
2624,"{'heading': '035', 'target': 'silver light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '035', 'tool': 'Engage', 'target': 'a silver light aircraft'}"
2625,"{'heading': '355', 'target': 'black helicopter', 'tool': 'EMP'}","{'heading': '355', 'tool': 'EMP', 'target': 'Control tower'}"
2626,"{'heading': '005', 'target': 'yellow and black drone', 'tool': 'EMP'}","{'heading': '005', 'tool': 'Activate EMP', 'target': 'yellow and black drone'}"
2627,"{'heading': '350', 'target': 'yellow fighter jet', 'tool': 'anti-air artillery'}","{'heading': '350', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2628,"{'heading': '235', 'target': 'yellow and red light aircraft', 'tool': 'EMP'}","{'heading': '235', 'tool': 'air defense turrets', 'target': 'yellow and red light aircraft'}"
2629,"{'heading': '045', 'target': 'orange, green, and white fighter plane', 'tool': 'anti-air artillery'}","{'heading': '045', 'tool': 'anti-air artillery', 'target': 'an orange, green, and white fighter plane'}"
2630,"{'heading': '275', 'target': 'purple, green, and grey missile', 'tool': 'anti-air artillery'}","{'heading': '275', 'tool': 'anti-air artillery', 'target': ''}"
2631,"{'heading': '015', 'target': 'silver helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '015', 'tool': 'deploy surface-to-air missiles', 'target': 'silver helicopter'}"
2632,"{'heading': '170', 'target': 'grey fighter jet', 'tool': 'interceptor jets'}","{'heading': '170', 'tool': 'Engage', 'target': 'a grey fighter jet'}"
2633,"{'heading': '065', 'target': 'black fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '065', 'tool': 'Deploy surface-to-air missiles', 'target': 'the black fighter plane'}"
2634,"{'heading': '100', 'target': 'brown, purple, and black light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '100', 'tool': 'surface-to-air missiles', 'target': 'one zero zero'}"
2635,"{'heading': '355', 'target': 'orange drone', 'tool': 'anti-air artillery'}","{'heading': '355', 'tool': 'Control tower to anti-air artillery', 'target': 'orange drone'}"
2636,"{'heading': '275', 'target': 'red fighter plane', 'tool': 'machine gun'}","{'heading': '27', 'tool': 'machine gun tool', 'target': 'red fighter plane'}"
2637,"{'heading': '005', 'target': 'brown and silver camouflage drone', 'tool': 'machine gun'}","{'heading': '005', 'tool': 'deployment of the machine gun turret', 'target': 'zero zero five'}"
2638,"{'heading': '190', 'target': 'brown, yellow, and orange commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '10', 'tool': 'Control tower to turrets, deploy electromagnetic pulse', 'target': 'Control tower to turrets'}"
2639,"{'heading': '240', 'target': 'white, brown, and black light aircraft', 'tool': 'EMP'}","{'heading': '240', 'tool': 'EMP', 'target': 'all turrets'}"
2640,"{'heading': '310', 'target': 'orange drone', 'tool': 'drone catcher'}","{'heading': '310', 'tool': 'drone catcher', 'target': 'orange drone'}"
2641,"{'heading': '255', 'target': 'brown missile', 'tool': 'machine gun'}","{'heading': '255', 'tool': 'machine gun', 'target': 'Engage brown missile'}"
2642,"{'heading': '100', 'target': 'yellow and brown fighter plane', 'tool': 'EMP'}","{'heading': '100', 'tool': 'EMP', 'target': 'zero zero'}"
2643,"{'heading': '115', 'target': 'silver and white drone', 'tool': 'electromagnetic pulse'}","{'heading': '115', 'tool': 'deploy electromagnetic pulse', 'target': 'silver and white drone'}"
2644,"{'heading': '115', 'target': 'red and white helicopter', 'tool': 'machine gun'}","{'heading': '115', 'tool': 'deploy machine gun', 'target': 'red and white helicopter'}"
2645,"{'heading': '040', 'target': 'grey and white camouflage cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '040', 'tool': 'anti-air artillery', 'target': 'Turret Alpha, engage target at heading zero four zero, grey and white camouflage cargo aircraft'}"
2646,"{'heading': '300', 'target': 'red and yellow fighter plane', 'tool': 'EMP'}","{'heading': '300', 'tool': 'Attention turrets, deploy EMP', 'target': 'red and yellow fighter plane'}"
2647,"{'heading': '230', 'target': 'grey and yellow missile', 'tool': 'electromagnetic pulse'}","{'heading': '230', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse'}"
2648,"{'heading': '035', 'target': 'black and green drone', 'tool': 'surface-to-air missiles'}","{'heading': '035', 'tool': 'Engage', 'target': 'Turret Alpha'}"
2649,"{'heading': '160', 'target': 'yellow drone', 'tool': 'surface-to-air missiles'}","{'heading': '160', 'tool': 'Deploy surface-to-air missiles', 'target': 'yellow drone'}"
2650,"{'heading': '170', 'target': 'green, red, and yellow missile', 'tool': 'electromagnetic pulse'}","{'heading': '170', 'tool': 'Engage', 'target': 'Engage'}"
2651,"{'heading': '205', 'target': 'silver, green, and grey fighter jet', 'tool': 'interceptor jets'}","{'heading': '205', 'tool': 'Deploy interceptor jets', 'target': ''}"
2652,"{'heading': '350', 'target': 'white fighter plane', 'tool': 'anti-air artillery'}","{'heading': '350', 'tool': 'anti-air artillery', 'target': 'white fighter plane'}"
2653,"{'heading': '180', 'target': 'green and red helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '180', 'tool': 'Control to turrets', 'target': 'green and red helicopter'}"
2654,"{'heading': '045', 'target': 'blue and silver commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '045', 'tool': 'electromagnetic pulse', 'target': 'blue and silver commercial aircraft'}"
2655,"{'heading': '215', 'target': 'blue helicopter', 'tool': 'anti-air artillery'}","{'heading': '215', 'tool': 'anti-air artillery', 'target': 'blue helicopter'}"
2656,"{'heading': '195', 'target': 'purple, red, and brown missile', 'tool': 'machine gun'}","{'heading': '15', 'tool': 'deploy machine gun', 'target': 'deploy machine gun'}"
2657,"{'heading': '140', 'target': 'green helicopter', 'tool': 'machine gun'}","{'heading': '140', 'tool': 'Control tower to air defense turrets, deploy machine gun', 'target': 'air defense turrets'}"
2658,"{'heading': '070', 'target': 'red helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '070', 'tool': 'air defense turrets', 'target': 'the red helicopter'}"
2659,"{'heading': '005', 'target': 'black, red, and yellow cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '005', 'tool': 'electromagnetic pulse', 'target': 'Target locked'}"
2660,"{'heading': '300', 'target': 'yellow and black commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '300', 'tool': 'anti-air artillery', 'target': 'yellow and black commercial aircraft'}"
2661,"{'heading': '310', 'target': 'blue fighter plane', 'tool': 'interceptor jets'}","{'heading': '310', 'tool': 'air defense turrets', 'target': 'air defense turrets, this is Control. Deploy interceptor jets to engage the blue fighter plane'}"
2662,"{'heading': '100', 'target': 'blue, brown, and silver commercial aircraft', 'tool': 'EMP'}","{'heading': '100', 'tool': 'Turrets, heading one zero zero, deploy EMP', 'target': 'Turrets, heading one zero zero'}"
2663,"{'heading': '170', 'target': 'brown, silver, and black drone', 'tool': 'EMP'}","{'heading': '170', 'tool': 'EMP', 'target': 'EMP'}"
2664,"{'heading': '250', 'target': 'white, orange, and brown light aircraft', 'tool': 'anti-air artillery'}","{'heading': '250', 'tool': 'anti-air artillery', 'target': 'white, orange, and brown light aircraft'}"
2665,"{'heading': '315', 'target': 'purple, orange, and silver cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '315', 'tool': 'Deploy electromagnetic pulse', 'target': 'purple, orange, and silver cargo aircraft'}"
2666,"{'heading': '340', 'target': 'orange helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '340', 'tool': 'surface-to-air missiles', 'target': 'orange helicopter'}"
2667,"{'heading': '165', 'target': 'blue and red fighter jet', 'tool': 'interceptor jets'}","{'heading': '165', 'tool': 'interceptor jets', 'target': ''}"
2668,"{'heading': '030', 'target': 'black and grey cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse'}"
2669,"{'heading': '155', 'target': 'white, yellow, and blue light aircraft', 'tool': 'EMP'}","{'heading': '155', 'tool': 'EMP', 'target': 'Engage target, white, yellow, and blue light aircraft, heading one five five, deploy EMP'}"
2670,"{'heading': '140', 'target': 'blue fighter jet', 'tool': 'anti-air artillery'}","{'heading': '140', 'tool': 'anti-air artillery', 'target': 'blue fighter jet'}"
2671,"{'heading': '215', 'target': 'blue light aircraft', 'tool': 'EMP'}","{'heading': '215', 'tool': 'EMP tool', 'target': 'turrets, deploy EMP tool, heading two one five, engage blue light aircraft'}"
2672,"{'heading': '305', 'target': 'yellow, red, and grey commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '305', 'tool': 'Control tower to air defense turrets', 'target': 'air defense turrets'}"
2673,"{'heading': '245', 'target': 'orange and grey drone', 'tool': 'anti-air artillery'}","{'heading': '245', 'tool': 'anti-air artillery', 'target': 'orange and grey drone'}"
2674,"{'heading': '320', 'target': 'silver cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '320', 'tool': 'anti-air artillery', 'target': 'silver cargo aircraft'}"
2675,"{'heading': '020', 'target': 'yellow, silver, and white fighter plane', 'tool': 'EMP'}","{'heading': '020', 'tool': 'EMP tool', 'target': 'yellow, silver, and white fighter plane'}"
2676,"{'heading': '085', 'target': 'silver, red, and white drone', 'tool': 'machine gun'}","{'heading': '085', 'tool': 'machine gun', 'target': 'Turret Sierra'}"
2677,"{'heading': '180', 'target': 'white, grey, and purple fighter jet', 'tool': 'anti-air artillery'}","{'heading': '180', 'tool': 'anti-air artillery', 'target': 'white, grey, and purple fighter jet'}"
2678,"{'heading': '135', 'target': 'orange, blue, and black drone', 'tool': 'electromagnetic pulse'}","{'heading': '135', 'tool': 'Control tower to air defense turrets', 'target': 'air defense turrets'}"
2679,"{'heading': '010', 'target': 'yellow, blue, and purple missile', 'tool': 'machine gun'}","{'heading': '010', 'tool': 'Control tower to turrets, deploy machine gun', 'target': 'Control tower to turrets, deploy machine gun on heading zero one zero'}"
2680,"{'heading': '300', 'target': 'red, yellow, and silver cargo aircraft', 'tool': 'EMP'}","{'heading': '300', 'tool': 'Air defense turret', 'target': 'Air defense turret'}"
2681,"{'heading': '165', 'target': 'silver and white fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '165', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse at silver and white fighter plane'}"
2682,"{'heading': '015', 'target': 'black, brown, and blue missile', 'tool': 'machine gun'}","{'heading': '015', 'tool': 'machine gun', 'target': 'black, brown, and blue missile'}"
2683,"{'heading': '355', 'target': 'black and green light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '355', 'tool': 'surface-to-air missiles', 'target': 'Engage target, black and green light aircraft'}"
2684,"{'heading': '290', 'target': 'red commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '20', 'tool': 'Confirm impact', 'target': 'red commercial aircraft'}"
2685,"{'heading': '290', 'target': 'silver cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '20', 'tool': 'anti-air artillery', 'target': 'silver cargo aircraft'}"
2686,"{'heading': '270', 'target': 'green drone', 'tool': 'electromagnetic pulse'}","{'heading': '270', 'tool': 'deploy electromagnetic pulse', 'target': 'green drone at heading two seven zero, deploy electromagnetic pulse'}"
2687,"{'heading': '255', 'target': 'white, orange, and purple commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '255', 'tool': 'Engage surface-to-air missiles', 'target': 'white, orange, and purple commercial aircraft'}"
2688,"{'heading': '170', 'target': 'purple missile', 'tool': 'anti-air artillery'}","{'heading': '170', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2689,"{'heading': '235', 'target': 'white, brown, and black missile', 'tool': 'surface-to-air missiles'}","{'heading': '235', 'tool': 'Control tower', 'target': 'Control tower, deploy surface - to - air missiles to intercept the white, brown, and black missile'}"
2690,"{'heading': '150', 'target': 'green and brown light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '150', 'tool': 'air defense turrets', 'target': 'air defense turrets'}"
2691,"{'heading': '205', 'target': 'silver, brown, and white cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '205', 'tool': 'Control tower', 'target': 'two zero five, silver, brown, and white cargo aircraft'}"
2692,"{'heading': '075', 'target': 'silver drone', 'tool': 'drone catcher'}","{'heading': '075', 'tool': 'drone catcher', 'target': 'a silver drone'}"
2693,"{'heading': '195', 'target': 'white and orange helicopter', 'tool': 'machine gun'}","{'heading': '15', 'tool': 'machine gun', 'target': 'Engage target, white and orange helicopter'}"
2694,"{'heading': '060', 'target': 'yellow, silver, and white cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '060', 'tool': 'Control tower', 'target': 'surface - to - air missiles'}"
2695,"{'heading': '155', 'target': 'red and yellow drone', 'tool': 'machine gun'}","{'heading': '155', 'tool': 'machine gun', 'target': 'Engage, red and yellow drone with machine gun'}"
2696,"{'heading': '095', 'target': 'grey light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '05', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse'}"
2697,"{'heading': '245', 'target': 'brown helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '245', 'tool': '', 'target': 'brown helicopter'}"
2698,"{'heading': '255', 'target': 'grey, brown, and purple helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '255', 'tool': 'surface-to-air missiles', 'target': 'Turret Alpha, surface - to - air missiles, engage the grey, brown, and purple helicopter'}"
2699,"{'heading': '355', 'target': 'yellow, grey, and brown commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '355', 'tool': 'Engage', 'target': 'Engage'}"
2700,"{'heading': '285', 'target': 'green, yellow, and grey helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '285', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on green, yellow, and grey helicopter'}"
2701,"{'heading': '360', 'target': 'blue, brown, and black fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '360', 'tool': 'Control', 'target': 'Control'}"
2702,"{'heading': '060', 'target': 'brown, orange, and red helicopter', 'tool': 'machine gun'}","{'heading': '060', 'tool': 'Deploy machine gun', 'target': 'zero six zero'}"
2703,"{'heading': '035', 'target': 'brown, purple, and yellow missile', 'tool': 'EMP'}","{'heading': '035', 'tool': 'EMP', 'target': 'EMP'}"
2704,"{'heading': '310', 'target': 'silver, black, and red fighter jet', 'tool': 'interceptor jets'}","{'heading': '310', 'tool': 'Control Tower to air defense turrets', 'target': 'Control Tower to air defense turrets'}"
2705,"{'heading': '150', 'target': 'black helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '150', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
2706,"{'heading': '010', 'target': 'red commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '010', 'tool': 'Engage', 'target': 'a red commercial aircraft'}"
2707,"{'heading': '190', 'target': 'black and purple fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '10', 'tool': 'air defense turrets', 'target': 'air defense turrets'}"
2708,"{'heading': '240', 'target': 'purple, green, and red cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '240', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
2709,"{'heading': '005', 'target': 'black, blue, and red light aircraft', 'tool': 'EMP'}","{'heading': '005', 'tool': 'EMP', 'target': 'zero zero five'}"
2710,"{'heading': '155', 'target': 'red and blue helicopter', 'tool': 'EMP'}","{'heading': '155', 'tool': 'Engage', 'target': 'Air defense turret, set heading to one five five. Deploy EMP on red and blue helicopter'}"
2711,"{'heading': '115', 'target': 'red and purple drone', 'tool': 'drone catcher'}","{'heading': '11', 'tool': 'drone catcher', 'target': 'red and purple drone'}"
2712,"{'heading': '045', 'target': 'orange, yellow, and black light aircraft', 'tool': 'EMP'}","{'heading': '045', 'tool': 'EMP tool', 'target': 'orange, yellow, and black light aircraft'}"
2713,"{'heading': '020', 'target': 'orange and purple fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '020', 'tool': 'Fire electromagnetic pulse', 'target': 'orange and purple fighter plane'}"
2714,"{'heading': '230', 'target': 'silver, purple, and yellow cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '230', 'tool': '', 'target': 'silver, purple, and yellow cargo aircraft'}"
2715,"{'heading': '020', 'target': 'red, brown, and yellow fighter jet', 'tool': 'machine gun'}","{'heading': '020', 'tool': 'Deploy machine gun', 'target': 'red, brown, and yellow fighter jet'}"
2716,"{'heading': '355', 'target': 'brown, yellow, and green fighter jet', 'tool': 'machine gun'}","{'heading': '355', 'tool': 'Engage', 'target': 'Engage'}"
2717,"{'heading': '320', 'target': 'brown, purple, and black light aircraft', 'tool': 'machine gun'}","{'heading': '320', 'tool': 'Control tower to turrets, deploy machine gun', 'target': 'brown, purple, and black light aircraft'}"
2718,"{'heading': '035', 'target': 'black and white camouflage fighter plane', 'tool': 'EMP'}","{'heading': '035', 'tool': 'Deploy EMP', 'target': 'Control tower to air defense turrets'}"
2719,"{'heading': '295', 'target': 'silver, red, and purple missile', 'tool': 'EMP'}","{'heading': '25', 'tool': 'Target locked', 'target': 'Target locked'}"
2720,"{'heading': '195', 'target': 'orange and red camouflage missile', 'tool': 'electromagnetic pulse'}","{'heading': '15', 'tool': 'deploy electromagnetic pulse', 'target': 'Engage target, orange and red camouflage missile'}"
2721,"{'heading': '350', 'target': 'white missile', 'tool': 'EMP'}","{'heading': '350', 'tool': '', 'target': 'white missile'}"
2722,"{'heading': '130', 'target': 'purple and blue helicopter', 'tool': 'EMP'}","{'heading': '130', 'tool': 'EMP', 'target': 'purple and blue helicopter'}"
2723,"{'heading': '145', 'target': 'yellow and purple cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '145', 'tool': 'Deploy surface-to-air missiles', 'target': 'a yellow and purple cargo aircraft'}"
2724,"{'heading': '345', 'target': 'blue drone', 'tool': 'anti-air artillery'}","{'heading': '345', 'tool': 'anti-air artillery', 'target': 'blue drone'}"
2725,"{'heading': '345', 'target': 'brown camouflage commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '345', 'tool': 'Control tower to air defense turrets', 'target': 'brown camouflage commercial aircraft'}"
2726,"{'heading': '225', 'target': 'orange fighter jet', 'tool': 'EMP'}","{'heading': '225', 'tool': 'EMP', 'target': 'orange fighter jet'}"
2727,"{'heading': '215', 'target': 'grey, silver, and orange light aircraft', 'tool': 'machine gun'}","{'heading': '215', 'tool': 'Deploy machine gun', 'target': 'Engage target, grey, silver, and orange light aircraft'}"
2728,"{'heading': '090', 'target': 'purple, green, and orange fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '00', 'tool': '', 'target': 'threat'}"
2729,"{'heading': '205', 'target': 'red and grey commercial aircraft', 'tool': 'EMP'}","{'heading': '205', 'tool': 'EMP tool', 'target': 'red and grey commercial aircraft'}"
2730,"{'heading': '280', 'target': 'purple, red, and yellow light aircraft', 'tool': 'EMP'}","{'heading': '280', 'tool': 'Fire', 'target': 'Fire'}"
2731,"{'heading': '225', 'target': 'orange, black, and silver cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '225', 'tool': 'Engage electromagnetic pulse', 'target': 'orange, black, and silver cargo aircraft'}"
2732,"{'heading': '090', 'target': 'grey missile', 'tool': 'electromagnetic pulse'}","{'heading': '00', 'tool': 'electromagnetic pulse deployment', 'target': 'grey missile'}"
2733,"{'heading': '210', 'target': 'orange, red, and black cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '210', 'tool': 'Engage', 'target': 'orange, red, and black cargo aircraft'}"
2734,"{'heading': '225', 'target': 'black helicopter', 'tool': 'EMP'}","{'heading': '225', 'tool': 'EMP', 'target': 'EMP on black helicopter'}"
2735,"{'heading': '065', 'target': 'yellow and black missile', 'tool': 'EMP'}","{'heading': '065', 'tool': 'EMP', 'target': 'EMP on yellow and black missile at heading zero six five'}"
2736,"{'heading': '115', 'target': 'brown and orange cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '115', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
2737,"{'heading': '275', 'target': 'blue, silver, and green missile', 'tool': 'electromagnetic pulse'}","{'heading': '275', 'tool': 'Fire electromagnetic pulse', 'target': 'blue, silver, and green missile'}"
2738,"{'heading': '005', 'target': 'black, green, and grey commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '005', 'tool': 'Turret Alpha, deploy interceptor jets', 'target': 'zero zero five, engage the black, green, and grey commercial aircraft'}"
2739,"{'heading': '345', 'target': 'green fighter jet', 'tool': 'EMP'}","{'heading': '345', 'tool': 'deploy an electromagnetic pulse', 'target': 'green fighter jet'}"
2740,"{'heading': '135', 'target': 'orange, yellow, and brown fighter plane', 'tool': 'interceptor jets'}","{'heading': '135', 'tool': 'Engage the orange, yellow, and brown fighter plane', 'target': 'orange, yellow, and brown fighter plane'}"
2741,"{'heading': '245', 'target': 'red cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '245', 'tool': 'Control tower to turrets, deploy electromagnetic pulse', 'target': 'turrets'}"
2742,"{'heading': '025', 'target': 'red commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '025', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on red commercial aircraft'}"
2743,"{'heading': '025', 'target': 'white and orange missile', 'tool': 'EMP'}","{'heading': '025', 'tool': 'EMP', 'target': 'white and orange missile'}"
2744,"{'heading': '210', 'target': 'brown, white, and blue drone', 'tool': 'drone catcher'}","{'heading': '210', 'tool': 'drone catcher', 'target': 'drone catcher'}"
2745,"{'heading': '060', 'target': 'green, red, and white commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '060', 'tool': 'Control tower to turrets, deploy electromagnetic pulse', 'target': 'green, red, and white commercial aircraft'}"
2746,"{'heading': '320', 'target': 'red and silver light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '320', 'tool': 'Engage and eliminate', 'target': 'a red and silver light aircraft'}"
2747,"{'heading': '145', 'target': 'green and purple fighter jet', 'tool': 'machine gun'}","{'heading': '145', 'tool': 'Engage', 'target': '. Over'}"
2748,"{'heading': '135', 'target': 'brown and yellow fighter plane', 'tool': 'EMP'}","{'heading': '135', 'tool': 'Activate EMP', 'target': 'brown and yellow fighter plane'}"
2749,"{'heading': '025', 'target': 'grey fighter jet', 'tool': 'machine gun'}","{'heading': '025', 'tool': 'Deploy machine gun', 'target': 'Deploy machine gun'}"
2750,"{'heading': '140', 'target': 'white, brown, and black helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '140', 'tool': 'Engage surface-to-air missiles', 'target': 'white, brown, and black helicopter'}"
2751,"{'heading': '200', 'target': 'grey, purple, and brown commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '200', 'tool': 'air defense turrets', 'target': 'air defense turrets'}"
2752,"{'heading': '130', 'target': 'orange cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '130', 'tool': 'Control tower to turrets, prepare to engage orange cargo aircraft heading one three zero. Deploy surface-to-air missiles', 'target': 'surface - to - air missiles'}"
2753,"{'heading': '335', 'target': 'red and green fighter plane', 'tool': 'anti-air artillery'}","{'heading': '335', 'tool': 'anti-air artillery', 'target': 'a red and green fighter plane'}"
2754,"{'heading': '030', 'target': 'red, yellow, and black light aircraft', 'tool': 'anti-air artillery'}","{'heading': '030', 'tool': 'Turrets, deploy anti-air artillery', 'target': 'Turrets, deploy anti - air artillery'}"
2755,"{'heading': '120', 'target': 'white and red drone', 'tool': 'machine gun'}","{'heading': '120', 'tool': 'Deploy machine gun', 'target': 'Deploy machine gun'}"
2756,"{'heading': '065', 'target': 'red and white light aircraft', 'tool': 'anti-air artillery'}","{'heading': '065', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2757,"{'heading': '200', 'target': 'black and red camouflage fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '200', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
2758,"{'heading': '085', 'target': 'brown and black fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '085', 'tool': 'electromagnetic pulse', 'target': 'brown and black fighter plane'}"
2759,"{'heading': '190', 'target': 'purple and red missile', 'tool': 'machine gun'}","{'heading': '0', 'tool': 'deploy machine gun', 'target': 'purple and red missile'}"
2760,"{'heading': '050', 'target': 'red, orange, and blue fighter plane', 'tool': 'EMP'}","{'heading': '050', 'tool': 'Fire EMP', 'target': 'Fire EMP at red, orange, and blue fighter plane'}"
2761,"{'heading': '170', 'target': 'purple and orange light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '170170', 'tool': 'electromagnetic pulse', 'target': 'purple and orange light aircraft'}"
2762,"{'heading': '350', 'target': 'purple and blue helicopter', 'tool': 'EMP'}","{'heading': '350', 'tool': 'Engage', 'target': 'Engage'}"
2763,"{'heading': '245', 'target': 'grey and green missile', 'tool': 'machine gun'}","{'heading': '245', 'tool': 'machine gun', 'target': 'grey and green missile'}"
2764,"{'heading': '340', 'target': 'brown, orange, and yellow fighter plane', 'tool': 'anti-air artillery'}","{'heading': '340', 'tool': '', 'target': 'brown, orange, and yellow fighter plane'}"
2765,"{'heading': '235', 'target': 'blue fighter jet', 'tool': 'EMP'}","{'heading': '235', 'tool': 'Control tower to turrets, deploy EMP missile', 'target': 'Control tower to turrets, deploy EMP missile on blue fighter jet'}"
2766,"{'heading': '305', 'target': 'yellow light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '305', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on yellow light aircraft'}"
2767,"{'heading': '040', 'target': 'green camouflage missile', 'tool': 'surface-to-air missiles'}","{'heading': '040', 'tool': 'Fire surface-to-air missiles', 'target': 'Fire surface - to - air missiles'}"
2768,"{'heading': '225', 'target': 'silver fighter plane', 'tool': 'machine gun'}","{'heading': '225', 'tool': 'machine gun defenses', 'target': 'silver fighter plane'}"
2769,"{'heading': '260', 'target': 'grey, orange, and purple missile', 'tool': 'EMP'}","{'heading': '260', 'tool': 'EMP', 'target': 'fire EMP'}"
2770,"{'heading': '220', 'target': 'green commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '220', 'tool': '', 'target': ''}"
2771,"{'heading': '015', 'target': 'blue and red drone', 'tool': 'anti-air artillery'}","{'heading': '015', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2772,"{'heading': '355', 'target': 'black and red camouflage helicopter', 'tool': 'anti-air artillery'}","{'heading': '355', 'tool': 'anti-air artillery', 'target': ''}"
2773,"{'heading': '310', 'target': 'orange, red, and purple cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '310', 'tool': 'anti-air artillery', 'target': 'anti - air artillery on orange, red, and purple cargo aircraft'}"
2774,"{'heading': '150', 'target': 'white and yellow camouflage missile', 'tool': 'anti-air artillery'}","{'heading': '150', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2775,"{'heading': '010', 'target': 'red fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '010', 'tool': 'deploy surface-to-air missiles', 'target': ''}"
